ticker,country_code,country_name,company,fiscal_year,cash_from_operations,total_assets,net_interest_coverage,current_ratio,total_debt_to_equity,besg_esg_score,market_cap,total_liabilities,tobins_q,roa,capex,net_ppe,esg_disclosure_score,cash_equivalents,security_key,period_group
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2022,616241024.0,11326353408,4.0984,1.0168,55.6471,3.63,2734285.75,4687179776,0.7475,2.6253,-325552992.0,4854354944,68.64,1069316992.0,1199 HK,COVID (2020–2022)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2023,584270976.0,11931881472,3.1701,0.9571,59.1179,4.81,2573244.75,5089355776,0.7269,2.7909,-346465984.0,5147723776,72.82,1162925952.0,1199 HK,GenAI Era (2023+)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2024,534185984.0,12021386240,3.2633,1.1217,55.4336,5.22,2227474.75,4976138752,0.6855,2.5785,-435086016.0,5343421952,69.8,1007409984.0,1199 HK,GenAI Era (2023+)
1199,HK,Hong Kong,COSCO SHIPPING PORTS LTD,2025,735081024.0,12783428608,3.3275,0.8776,54.2295,,2848925.0,5240064000,0.7142,2.5168,-198288992.0,5418653184,,1332386944.0,1199 HK,GenAI Era (2023+)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2017,262170112.0,52609089536,45.5353,2.4035,26.3641,1.78,26376232.0,14471410688,0.7895,8.0389,-3593129216.0,22252601344,45.13,3158224896.0,12 HK,Pre-COVID (≤2019)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2018,802545664.0,56319553536,25.2107,2.1533,26.8969,1.82,21915832.0,15718955008,0.6792,7.313,-272278624.0,22610122752,45.13,2107581568.0,12 HK,Pre-COVID (≤2019)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2019,1129276032.0,58445668352,11.5399,2.1761,28.3122,3.26,23774336.0,16670775296,0.702,3.7918,-455513792.0,23597160448,57.12,1378061952.0,12 HK,Pre-COVID (≤2019)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2020,1206271744.0,59466706944,8.2631,2.2848,26.5485,3.21,18888010.0,16623676416,0.6071,2.2245,-330319392.0,24213344256,55.24,748932736.0,12 HK,COVID (2020–2022)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2021,418251840.0,70574415872,9.0831,2.2005,28.4742,2.91,20613536.0,25408784384,0.6833,2.6093,-7056632832.0,34029752320,57.74,1403911552.0,12 HK,COVID (2020–2022)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2022,1556210304.0,67906994176,4.1615,2.0631,25.5934,3.04,16910134.0,23666380800,0.63,1.7108,-406867392.0,34028353536,60.34,1447761408.0,12 HK,COVID (2020–2022)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2023,1695527552.0,69463293952,2.6253,2.2307,27.0523,2.98,14907351.0,25407778816,0.6127,1.7273,-583484224.0,34584154112,60.92,2768417280.0,12 HK,GenAI Era (2023+)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2024,1711958912.0,68390899712,1.771,2.5975,24.4453,3.12,14709210.0,24545617920,0.6087,1.1727,-360769920.0,35691905024,63.42,2306860544.0,12 HK,GenAI Era (2023+)
12,HK,Hong Kong,HENDERSON LAND DEVELOPMENT,2025,1452594432.0,69294440448,,3.0998,23.3932,,17502362.0,25500712960,0.6547,1.056,-477442304.0,36377522176,,2851783936.0,12 HK,GenAI Era (2023+)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2017,88336440.0,1809059584,3.4722,3.4087,117.7119,3.98,774477.4375,1047830464,0.999,3.7831,-4626924.0,530606464,49.72,179930624.0,1205 HK,Pre-COVID (≤2019)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2018,143617648.0,1746603392,4.7389,1.3833,102.7299,3.86,622020.75,973638208,0.9072,6.5096,-13975906.0,432481280,48.47,245291104.0,1205 HK,Pre-COVID (≤2019)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2019,110253224.0,1626355712,3.7651,1.434,83.0634,3.49,484222.9062,831312704,0.8041,4.5567,-30188350.0,432701696,47.6,204825792.0,1205 HK,Pre-COVID (≤2019)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2020,18260784.0,1583153664,,2.8519,84.974,2.86,298957.8438,839338752,0.7157,-2.9174,-48812488.0,494588768,48.5,298474912.0,1205 HK,COVID (2020–2022)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2021,162394544.0,1629206784,22.2048,2.2809,53.8284,3.22,483707.4688,741316608,0.7503,8.8343,-56371884.0,531782112,50.23,246947488.0,1205 HK,COVID (2020–2022)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2022,299776992.0,1594468736,59.8791,2.6554,34.0525,3.15,417980.2812,599084672,0.6395,10.6234,-65380244.0,499168256,50.23,273043424.0,1205 HK,COVID (2020–2022)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2023,156823520.0,1488284032,10.7317,1.7201,23.347,3.27,352111.8125,484337696,0.5689,4.5861,-52616792.0,555804416,50.23,189974656.0,1205 HK,GenAI Era (2023+)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2024,130472728.0,1631518080,95.4875,1.3438,24.4917,3.24,359114.4375,574181568,0.5823,4.7131,-50878552.0,523093440,50.23,261524896.0,1205 HK,GenAI Era (2023+)
1205,HK,Hong Kong,CITIC RESOURCES HOLDINGS LTD,2025,105394424.0,1876636672,,1.6313,38.943,,403793.8438,727478528,0.6134,1.251,,505783744,,452808992.0,1205 HK,GenAI Era (2023+)
1208,HK,Hong Kong,MMG LTD,2017,1960700032.0,14789600256,1.6458,1.1289,309.3243,3.86,3953540.0,11817799680,1.1855,0.98,-666899968.0,11982100480,51.61,936099968.0,1208 HK,Pre-COVID (≤2019)
1208,HK,Hong Kong,MMG LTD,2018,971900032.0,13255400448,1.3223,0.8926,280.7513,4.17,3464303.25,10359100416,1.1665,0.4871,-332100000.0,10897699840,49.9,601900032.0,1208 HK,Pre-COVID (≤2019)
1208,HK,Hong Kong,MMG LTD,2019,636000000.0,12665100288,,0.7045,290.866,4.09,2419786.5,9987200000,1.1111,-1.7777,-476300000.0,10534800384,49.9,217500000.0,1208 HK,Pre-COVID (≤2019)
1208,HK,Hong Kong,MMG LTD,2020,977500032.0,12298000384,-0.6327,0.7651,274.4953,3.84,3505224.5,9628300288,1.209,-0.5184,-514600000.0,10198700032,49.71,192700000.0,1208 HK,COVID (2020–2022)
1208,HK,Hong Kong,MMG LTD,2021,2263000064.0,13024100352,4.7828,1.3262,163.6762,4.48,2769838.5,9096099840,1.0644,5.2689,-569699968.0,9867700224,57.47,1255299968.0,1208 HK,COVID (2020–2022)
1208,HK,Hong Kong,MMG LTD,2022,545200000.0,12535499776,2.2554,0.8489,131.283,4.8,2214842.25,8306999808,1.006,1.349,-564499968.0,9620599808,57.13,372200000.0,1208 HK,COVID (2020–2022)
1208,HK,Hong Kong,MMG LTD,2023,1456000000.0,11900800000,1.0415,0.6338,112.5858,4.74,2560042.75,7588800000,1.0367,0.0737,-790000000.0,9535200256,60.65,447000000.0,1208 HK,GenAI Era (2023+)
1208,HK,Hong Kong,MMG LTD,2024,1209400064.0,14985900032,1.7906,0.7628,76.0851,4.69,3997357.75,8707399680,1.0386,1.2043,-905200000.0,11842499584,58.43,192700000.0,1208 HK,GenAI Era (2023+)
1208,HK,Hong Kong,MMG LTD,2025,2445799936.0,15300500480,5.2639,0.858,55.3428,,13678548.0,8400600064,1.6352,3.3639,-1079600000.0,11473800192,,328600000.0,1208 HK,GenAI Era (2023+)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2017,79319312.0,596429696,25.7003,0.8734,413.0956,,,548101312,,,-29348968.0,290075616,,134750032.0,1209 HK,Pre-COVID (≤2019)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2018,164137568.0,834718912,10.8063,0.9118,193.3335,,,737800128,,8.7903,-27792512.0,344519296,,192084032.0,1209 HK,Pre-COVID (≤2019)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2019,57322676.0,1019800384,9.8477,0.9969,126.4613,,,871656640,,5.683,-10998053.0,354311392,,190963760.0,1209 HK,Pre-COVID (≤2019)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2020,160099216.0,2922532352,20.8956,3.2306,15.2787,,10582802.0,1013133056,3.9678,6.2475,-29976730.0,399587104,,1636140160.0,1209 HK,COVID (2020–2022)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2021,400406080.0,3397039360,,2.6369,15.5498,3.8,10640446.0,1211890432,3.4891,8.483,-39450676.0,454748992,57.28,2191116800.0,1209 HK,COVID (2020–2022)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2022,326441696.0,3745374720,,1.9701,16.7651,4.27,11600180.0,1668760320,3.5445,9.3027,-16983346.0,585286464,57.28,1844255488.0,1209 HK,COVID (2020–2022)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2023,477852288.0,3912505088,,2.3404,15.0854,4.21,8138635.5,1654288256,2.5061,10.9238,-60984184.0,626938816,56.81,1640113280.0,1209 HK,GenAI Era (2023+)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2024,673629504.0,3992388352,,1.8189,13.8279,5.91,8492121.0,1705171840,2.5609,12.6409,-49633940.0,666219136,81.47,1328704256.0,1209 HK,GenAI Era (2023+)
1209,HK,Hong Kong,CHINA RESOURCES MIXC LIFESTY,2025,574124672.0,4156607744,,1.4334,14.1134,,12591445.0,1911148928,3.497,13.6409,-26740016.0,768763072,,812953344.0,1209 HK,GenAI Era (2023+)
1211,HK,Hong Kong,BYD CO LTD-H,2017,585535680.0,27371698176,3.1424,0.9793,94.2518,2.3,26102768.0,18156967936,1.6667,2.5166,-1222308480.0,8249277440,32.56,1224715776.0,1211 HK,Pre-COVID (≤2019)
1211,HK,Hong Kong,BYD CO LTD-H,2018,1407390848.0,28286846976,2.0835,0.9883,141.4202,2.33,19276134.0,19463122944,1.4179,1.492,-2699412736.0,8692126720,32.48,1621146624.0,1211 HK,Pre-COVID (≤2019)
1211,HK,Hong Kong,BYD CO LTD-H,2019,1608572928.0,28095698944,1.6841,0.9902,122.5948,2.77,16976126.0,19105634304,1.3366,0.8275,-1494996864.0,8980816896,40.61,1536391808.0,1211 HK,Pre-COVID (≤2019)
1211,HK,Hong Kong,BYD CO LTD-H,2020,6087721984.0,30796869632,2.9875,1.0486,81.1159,2.93,77952432.0,20922204160,3.2537,2.135,-900055296.0,10070127616,40.8,1996562944.0,1211 HK,COVID (2020–2022)
1211,HK,Hong Kong,BYD CO LTD-H,2021,9881933824.0,46534848512,3.7019,0.9697,40.985,3.1,114025096.0,30134192128,3.1289,1.2259,-5790272512.0,14589446144,41.54,7838117888.0,1211 HK,COVID (2020–2022)
1211,HK,Hong Kong,BYD CO LTD-H,2022,20753559552.0,71588528128,,0.7224,20.7243,3.26,94645072.0,53992230912,2.0973,4.2101,-14492488704.0,28647766016,45.79,7436884480.0,1211 HK,COVID (2020–2022)
1211,HK,Hong Kong,BYD CO LTD-H,2023,23903430656.0,95694766080,,0.666,33.8553,3.52,80695120.0,74506502144,1.639,5.1203,-17241651200.0,42803732480,46.9,15345333248.0,1211 HK,GenAI Era (2023+)
1211,HK,Hong Kong,BYD CO LTD-H,2024,18514780160.0,107317837824,,0.7471,21.5632,3.61,107824104.0,80098041856,3.7967,5.5033,-13522885632.0,44446253056,49.47,14047000576.0,1211 HK,GenAI Era (2023+)
1211,HK,Hong Kong,BYD CO LTD-H,2025,8395631104.0,126444019712,335.8503,0.793,56.7093,,121094456.0,89452249088,1.6258,3.9133,-21826154496.0,55327510528,,9833483264.0,1211 HK,GenAI Era (2023+)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2017,-653695104.0,20462370816,3.4357,1.8322,129.1107,3.37,2317615.5,14777627648,0.87,1.7487,-49821308.0,2447108864,50.52,2559715328.0,123 HK,Pre-COVID (≤2019)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2018,1589918976.0,24543213568,3.048,1.84,127.1299,3.66,2280059.5,18304686080,0.8925,1.8068,-36719048.0,1899811200,49.45,3196992256.0,123 HK,Pre-COVID (≤2019)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2019,977406784.0,33704404992,3.4888,1.7308,129.9103,3.81,3577787.75,25778417664,0.9326,1.7265,-42164968.0,3955303936,49.45,3461748736.0,123 HK,Pre-COVID (≤2019)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2020,2381801216.0,40322957312,3.3697,1.6083,106.6602,4.21,3114946.0,30475530240,0.911,1.7063,-95906352.0,4524898816,49.45,4322481664.0,123 HK,COVID (2020–2022)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2021,-667537792.0,49378533376,3.091,1.4391,102.7413,4.02,2728137.75,37678473216,0.9079,1.2439,-197289824.0,3790076160,50.9,5155119616.0,123 HK,COVID (2020–2022)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2022,646160064.0,50206126080,2.8132,1.5908,105.1858,3.89,3750658.25,37914828800,0.9378,1.1976,-173424128.0,4136660736,52.38,3166795776.0,123 HK,COVID (2020–2022)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2023,1248913536.0,56494497792,2.4692,1.6096,102.9363,4.02,3277789.0,42101325824,0.9194,0.8522,-48391036.0,4104953600,54.16,4121169664.0,123 HK,GenAI Era (2023+)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2024,3064111616.0,56231059456,1.5303,1.5454,100.5739,4.25,2637750.0,41972465664,0.9123,0.2563,-51687104.0,4092798208,54.16,4072706816.0,123 HK,GenAI Era (2023+)
123,HK,Hong Kong,YUEXIU PROPERTY CO LTD,2025,1959620480.0,52903071744,1.0228,1.6352,99.693,,2047888.125,37760581632,0.8905,0.0141,-33485740.0,4288507904,,6488913920.0,123 HK,GenAI Era (2023+)
1234,HK,Hong Kong,CHINA LILANG LTD,2017,81706392.0,583331200,,4.9291,0.0,,966990.5,100485656,1.83,15.2204,-32919592.0,82237384,,280215936.0,1234 HK,Pre-COVID (≤2019)
1234,HK,Hong Kong,CHINA LILANG LTD,2018,77352784.0,641478656,,3.513,0.0,,1009090.75,147205344,1.8025,18.304,-28482858.0,116579200,,267914512.0,1234 HK,Pre-COVID (≤2019)
1234,HK,Hong Kong,CHINA LILANG LTD,2019,95145848.0,655330304,,3.7751,0.0149,,977764.625,137439760,1.7017,18.0972,-19220060.0,122554784,,251401472.0,1234 HK,Pre-COVID (≤2019)
1234,HK,Hong Kong,CHINA LILANG LTD,2020,117912784.0,767770432,,2.809,3.392,,816990.0,208031936,1.3351,11.6399,-32643168.0,184326208,,266413472.0,1234 HK,COVID (2020–2022)
1234,HK,Hong Kong,CHINA LILANG LTD,2021,96632232.0,787865856,,2.5942,6.3666,1.05,669578.0,209934704,1.1163,9.3447,-46847676.0,234360688,26.51,247261536.0,1234 HK,COVID (2020–2022)
1234,HK,Hong Kong,CHINA LILANG LTD,2022,102711272.0,794030848,,1.9261,15.0295,1.05,577123.375,245770160,1.0364,8.5463,-56290248.0,212085200,31.04,139175200.0,1234 HK,COVID (2020–2022)
1234,HK,Hong Kong,CHINA LILANG LTD,2023,156539216.0,915713984,,1.65,31.9421,1.09,648523.9375,357020800,1.0981,8.8549,-18600228.0,203156656,31.04,151696192.0,1234 HK,GenAI Era (2023+)
1234,HK,Hong Kong,CHINA LILANG LTD,2024,74657176.0,938929664,,1.8716,32.5265,1.82,595065.6875,383376320,1.0464,6.9049,-15667056.0,195075072,35.96,113294240.0,1234 HK,GenAI Era (2023+)
1234,HK,Hong Kong,CHINA LILANG LTD,2025,84779920.0,1004887296,,1.8603,22.2576,,515368.1875,386403968,0.9142,7.2414,-19164436.0,205720624,,159891408.0,1234 HK,GenAI Era (2023+)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2017,304699008.0,2803196928,7.1196,1.9769,121.9841,,973605.5,1763112960,1.0665,5.4435,-205868000.0,1021166016,,899984000.0,1258 HK,Pre-COVID (≤2019)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2018,155756000.0,2833005056,4.9199,1.5156,81.9465,,873127.6875,1536450048,0.9876,5.19,-356094016.0,1295448960,,505091008.0,1258 HK,Pre-COVID (≤2019)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2019,312331008.0,3315531008,4.3954,1.7962,79.5,,815237.1875,1779454976,0.9401,4.3872,-408136000.0,1791819008,,481209984.0,1258 HK,Pre-COVID (≤2019)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2020,432316000.0,3533359104,4.7989,1.2455,65.2003,,989963.375,1874417024,0.9655,3.6492,-142418000.0,1871079040,,497828992.0,1258 HK,COVID (2020–2022)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2021,502043008.0,4163984128,16.0915,2.3748,40.8052,3.48,1486503.625,1992099968,0.9781,9.2791,-204500992.0,1837250048,38.85,606745984.0,1258 HK,COVID (2020–2022)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2022,751006016.0,4021016064,14.4321,1.9986,23.0184,3.96,1921829.125,1688080000,1.0644,6.5063,-50142000.0,1711904000,45.08,732923008.0,1258 HK,COVID (2020–2022)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2023,558160000.0,3819513088,19.5522,1.8664,7.1454,3.97,2455797.75,1332909952,1.1606,7.0823,-157020992.0,1617790976,46.79,492364000.0,1258 HK,GenAI Era (2023+)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2024,763376000.0,4154406912,,2.7562,1.5771,4.28,2632268.0,1125314944,1.0922,9.9951,-211271008.0,1577383936,49.93,1018662016.0,1258 HK,GenAI Era (2023+)
1258,HK,Hong Kong,CHINA NONFERROUS MINING CORP,2025,977793984.0,4803260928,,2.7841,2.6475,,7394112.5,1390690944,2.0218,9.0271,-242040000.0,1732436992,,1476211968.0,1258 HK,GenAI Era (2023+)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2017,41875184.0,457007232,9.1835,1.1316,74.6939,,343757.5625,288932032,1.3972,9.9106,-26439672.0,119672648,,43134616.0,1268 HK,Pre-COVID (≤2019)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2018,39681652.0,606893376,13.2167,1.1515,83.73,,435955.3125,403326304,1.3879,10.1545,-46573460.0,141810432,,126018896.0,1268 HK,Pre-COVID (≤2019)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2019,131298440.0,850865984,8.8626,1.1902,108.6603,,1519601.875,596773440,2.4971,10.9078,-62068436.0,267230800,,161399888.0,1268 HK,Pre-COVID (≤2019)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2020,171799408.0,1190456704,10.9958,1.6695,66.0515,,5055962.5,678050944,4.8318,10.9608,-48683296.0,368645824,,388839008.0,1268 HK,COVID (2020–2022)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2021,282306944.0,1542246528,16.1281,1.3604,62.7041,2.54,6425445.5,894586304,4.7688,13.2662,-56262548.0,464156800,41.41,412476352.0,1268 HK,COVID (2020–2022)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2022,170684816.0,2064100352,4.3367,1.2082,75.8394,2.44,2621312.0,1421393152,1.9412,4.3343,-42142140.0,525968320,41.41,237095200.0,1268 HK,COVID (2020–2022)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2023,116850672.0,2002535680,3.0916,1.4329,53.4994,2.3,818717.4375,1258134656,1.0254,0.9853,-49105312.0,474404320,41.41,332573504.0,1268 HK,GenAI Era (2023+)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2024,131532320.0,1572912128,,1.0478,78.5291,3.03,400354.1562,1167840128,1.0077,-17.618,-15405098.0,407891328,50.97,362295392.0,1268 HK,GenAI Era (2023+)
1268,HK,Hong Kong,CHINA MEIDONG AUTO HOLDINGS,2025,65088928.0,1075089920,,1.1721,102.6866,,219650.0469,769481600,0.9353,-7.9493,-19673594.0,377358752,,104822512.0,1268 HK,GenAI Era (2023+)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2017,-103584192.0,1437997568,,1.7073,103.866,3.64,1846837.625,905963520,1.9455,-3.6034,-19366574.0,173904432,50.95,105503096.0,1269 HK,Pre-COVID (≤2019)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2018,-33219058.0,1424701952,,1.1647,111.9345,3.64,2856115.75,939105920,2.7228,-14.4788,-17603896.0,173158096,51.39,44045360.0,1269 HK,Pre-COVID (≤2019)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2019,-13985926.0,834734912,,0.8083,255.7115,3.72,174249.0625,682503488,1.0947,-28.0268,-29227754.0,187002032,51.39,33260476.0,1269 HK,Pre-COVID (≤2019)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2020,37481756.0,682562944,,0.7518,446.0128,3.78,75853.6406,602690752,1.0677,-7.2795,-15223178.0,183002512,51.39,31782540.0,1269 HK,COVID (2020–2022)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2021,-18205654.0,480831648,,0.6224,,4.36,37436.1523,604833024,1.3445,-25.7802,-2524743.0,97018456,67.01,34669688.0,1269 HK,COVID (2020–2022)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2022,12246592.0,398805280,,0.5884,,4.61,16118.8184,547654592,1.4347,-14.4896,-7375258.0,88146144,67.01,23389672.0,1269 HK,COVID (2020–2022)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2023,-21448568.0,395328672,,0.52,,4.73,9700.6631,594987200,1.5479,-12.4916,-5343502.0,85940688,67.01,24166762.0,1269 HK,GenAI Era (2023+)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2024,-27231678.0,423012576,,0.4786,,4.81,13560.7715,683787968,1.6401,-13.3394,-13682370.0,81886728,67.01,20191248.0,1269 HK,GenAI Era (2023+)
1269,HK,Hong Kong,CHINA FIRST CAPITAL GROUP LT,2025,-12031761.0,568310080,,0.5543,,,12582.8945,871240768,1.5578,-9.6797,-15368156.0,90313344,,41991244.0,1269 HK,GenAI Era (2023+)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2017,59690476.0,2511154944,13.021,1.7904,54.4401,,914251.5,922497472,0.7315,5.9626,-15336502.0,2479811072,,12938059.0,1270 HK,Pre-COVID (≤2019)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2018,61335540.0,2600317184,7.125,0.62,53.552,,781156.8125,945786496,0.6642,4.48,-30952616.0,2576162304,,11092796.0,1270 HK,Pre-COVID (≤2019)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2019,45583288.0,2261085440,,0.2286,71.1631,,647053.8125,978567616,0.719,-13.8748,-12982079.0,2246878208,,9722693.0,1270 HK,Pre-COVID (≤2019)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2020,1648374.0,1944823552,,0.5365,78.5706,,424271.0,896343808,0.679,-17.3305,-5065671.0,1909473408,,28065698.0,1270 HK,COVID (2020–2022)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2021,11617006.0,1874007808,,0.4766,80.7311,2.8,349139.8438,873714624,0.6525,-2.3344,-8730670.0,1847850112,42.8,22979416.0,1270 HK,COVID (2020–2022)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2022,27867862.0,1925558656,4.5494,0.0516,77.2993,3.12,465740.3125,879510592,0.6986,2.8315,-8069026.0,1882543488,42.8,31422510.0,1270 HK,COVID (2020–2022)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2023,37866440.0,2027377152,3.8864,0.027,65.8406,2.88,284695.4375,850686784,0.56,7.0019,-7076407.0,2005341952,45.3,15685863.0,1270 HK,GenAI Era (2023+)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2024,15200396.0,2090495744,,3.8265,64.8835,2.68,209963.6562,867172160,0.5153,1.445,-6574343.0,2046411136,47.07,37772056.0,1270 HK,GenAI Era (2023+)
1270,HK,Hong Kong,LANGHAM HOSPITALITY INV -SS,2025,19531648.0,2094527744,1.3122,4.8722,64.8154,,221968.25,870426624,0.5215,0.3328,-4255804.0,2042110976,,38873960.0,1270 HK,GenAI Era (2023+)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2020,-3588137.0,16426492,,1.3117,,,,34252972,,,-421315.0,3612881,,2545042.0,1274 HK,COVID (2020–2022)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2021,-9946553.0,81261152,,2.8492,,,,169103376,,-148.8478,-5910345.0,8511037,,4910086.0,1274 HK,COVID (2020–2022)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2022,-9806017.0,181399264,,2.0185,30.0726,,,84790248,,-38.7324,-3633946.0,9873308,,52896240.0,1274 HK,COVID (2020–2022)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2023,-37130268.0,235530896,,2.958,20.3757,4.32,976536.0625,77288912,2.1894,-13.3455,-10099400.0,18127640,57.45,101412016.0,1274 HK,GenAI Era (2023+)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2024,-57257248.0,213842512,,2.4137,35.2588,4.02,460463.0312,90130424,2.6792,-17.8346,-25048510.0,46918512,57.45,20154260.0,1274 HK,GenAI Era (2023+)
1274,HK,Hong Kong,IMOTION AUTOMOTIVE TECHNOL-H,2025,-25681890.0,248382768,,2.1015,55.0525,,225949.5781,123822384,1.4087,-25.2254,-26701876.0,66334436,,37300796.0,1274 HK,GenAI Era (2023+)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2017,103107160.0,410636896,15.3035,0.5476,72.2579,,366883.0,209548624,1.4037,22.0773,-11363859.0,193053776,,45846744.0,1277 HK,Pre-COVID (≤2019)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2018,159224816.0,400523648,36.7534,0.8625,26.6364,,495109.9375,142327840,1.5915,29.7397,-15692774.0,174554912,,40102640.0,1277 HK,Pre-COVID (≤2019)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2019,124109648.0,446013440,90.6996,1.231,15.8333,,405850.4062,121622624,1.1826,28.4366,-13764687.0,185633168,,71400752.0,1277 HK,Pre-COVID (≤2019)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2020,179969328.0,562668544,,1.9985,7.6243,,478378.0625,139865488,1.0988,24.0409,-12452571.0,189836064,,134474960.0,1277 HK,COVID (2020–2022)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2021,478268576.0,950616128,,2.3137,6.0796,2.89,562180.1875,231300480,0.8341,50.8216,-28025372.0,200297824,31.26,375582368.0,1277 HK,COVID (2020–2022)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2022,460265536.0,1376024320,117.2172,0.8881,15.4895,3.02,648320.25,460361664,0.8044,34.3039,-121445496.0,265740592,31.26,79996808.0,1277 HK,COVID (2020–2022)
1277,HK,Hong Kong,KINETIC DEVELOPMENT GROUP LT,2023,233852016.0,1540290944,30.9691,0.8387,17.6772,3.0,593616.375,495369088,0.7118,20.3404,-69196784.0,362153856,31.26,103382952.0,1277 HK,GenAI Era (2023+)
