ticker,country_code,country_name,company,fiscal_year,cash_from_operations,total_assets,net_interest_coverage,current_ratio,total_debt_to_equity,besg_esg_score,market_cap,total_liabilities,tobins_q,roa,capex,net_ppe,esg_disclosure_score,cash_equivalents,security_key,period_group
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2017,6877762560.0,140836241408,4.8002,2.0328,56.6533,1.87,48441336.0,65116291072,0.9531,3.3212,-3037477376.0,21388578816,30.71,20540686336.0,1 HK,Pre-COVID (≤2019)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2018,7111141376.0,157330505728,5.8974,1.5313,59.63,1.84,37025264.0,81895383040,0.8733,3.3441,-3513848576.0,15105206272,30.71,17289011200.0,1 HK,Pre-COVID (≤2019)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2019,8840975360.0,155468595200,4.7748,1.3611,73.5349,2.51,36784096.0,78828765184,0.8532,3.2605,-4108430592.0,26041057280,38.3,17604759552.0,1 HK,Pre-COVID (≤2019)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2020,9433957376.0,161806106624,4.4803,1.3697,70.4904,3.01,26906202.0,80546447360,0.7723,2.364,-3494526464.0,27845543936,50.78,20113106944.0,1 HK,COVID (2020–2022)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2021,6713643520.0,155630141440,4.6002,1.2926,63.8935,3.41,24736404.0,73006858240,0.7361,2.7133,-3480843520.0,26668933120,55.52,19638730752.0,1 HK,COVID (2020–2022)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2022,7242648064.0,147203424256,5.7441,1.2706,54.526,3.48,22999806.0,64233181184,0.7004,3.1059,-3050228480.0,22044811264,55.52,17699348480.0,1 HK,COVID (2020–2022)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2023,6570201088.0,148375666688,3.0917,1.2453,51.1655,3.56,20521774.0,62524518400,0.6689,2.037,-2767973632.0,23176708096,56.7,16301308928.0,1 HK,GenAI Era (2023+)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2024,6949851136.0,143226699776,2.5233,1.4673,49.4195,3.75,20462536.0,59213152256,0.6622,1.5046,-2609974784.0,21803880448,59.33,15616333824.0,1 HK,GenAI Era (2023+)
1,HK,Hong Kong,CK HUTCHISON HOLDINGS LTD,2025,8025828352.0,148469661696,2.313,1.5712,48.5598,,26053888.0,60031733760,0.6885,1.0441,-2404272128.0,20457611264,,18467348480.0,1 HK,GenAI Era (2023+)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2017,1051503616.0,25061505024,10.3274,2.1245,18.9742,3.08,5010883.5,5917847552,0.7754,2.7811,-545514048.0,21020186624,49.85,868502208.0,10 HK,Pre-COVID (≤2019)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2018,673551424.0,25356476416,7.848,1.4726,20.5465,3.11,3466544.25,6110798848,0.7015,2.6801,-1660465792.0,22467633152,50.57,874466944.0,10 HK,Pre-COVID (≤2019)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2019,564765632.0,27376238592,8.3655,0.9034,19.8507,2.85,3366811.5,7049761280,0.6949,3.3101,-1571899136.0,25169594368,51.28,221717248.0,10 HK,Pre-COVID (≤2019)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2020,330577248.0,28984741888,,0.9485,24.5376,3.3,3385738.5,8434682880,0.707,-0.7037,-402907136.0,25926848512,55.74,710370560.0,10 HK,COVID (2020–2022)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2021,222184240.0,30525296640,3.7828,1.2085,28.0989,3.4,2909209.25,9430458368,0.6927,1.1189,-370264160.0,26837704704,56.52,1156268032.0,10 HK,COVID (2020–2022)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2022,393841504.0,29036492800,3.6455,1.4113,29.7952,3.6,2502737.25,9141725184,0.6765,1.1702,-347484672.0,25558661120,57.4,731122688.0,10 HK,COVID (2020–2022)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2023,290975712.0,29633062912,3.1028,1.5935,32.9023,3.67,1854866.25,9798990848,0.6549,1.2275,-400059680.0,25784958976,59.64,801731008.0,10 HK,GenAI Era (2023+)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2024,419338944.0,30249365504,2.2282,1.4597,38.0233,4.12,1833557.75,10592581632,0.653,0.6917,-22812448.0,25927493632,60.82,1379043968.0,10 HK,GenAI Era (2023+)
10,HK,Hong Kong,HANG LUNG GROUP LTD,2025,552355328.0,30348795904,2.2803,1.552,35.4982,,2665895.25,10401598464,0.6693,0.5815,-38867548.0,26524235776,,854969856.0,10 HK,GenAI Era (2023+)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2017,1022501952.0,23499610112,16.0779,2.3967,17.6864,2.97,10995954.0,5291783680,0.7263,4.5323,-533836352.0,20001280000,52.02,853525824.0,101 HK,Pre-COVID (≤2019)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2018,636677760.0,23805954048,12.001,1.6878,19.2021,3.63,8567958.0,5472153600,0.6222,4.366,-1640689152.0,21459871744,50.59,855825920.0,101 HK,Pre-COVID (≤2019)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2019,527369856.0,25674010624,8.0178,0.9027,20.2886,3.53,9874055.0,6697478656,0.6912,3.1943,-1565007104.0,24055101440,54.2,176269712.0,101 HK,Pre-COVID (≤2019)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2020,291511360.0,27253569536,,0.9371,25.8084,3.77,11862724.0,8141661184,0.7808,-1.2502,-400586400.0,24777719808,60.42,649238400.0,101 HK,COVID (2020–2022)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2021,184874784.0,28757293056,5.0982,1.1693,30.2072,3.72,9255292.0,9214619648,0.6898,1.7761,-367305152.0,25667842048,62.97,1076114176.0,101 HK,COVID (2020–2022)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2022,360893664.0,27261751296,4.709,1.3801,32.0072,3.76,8800482.0,8913697792,0.6957,1.7559,-344675168.0,24466974720,63.55,659856192.0,101 HK,COVID (2020–2022)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2023,252017168.0,27821422592,3.9517,1.5182,35.8717,3.93,6267374.5,9625252864,0.6159,1.8466,-393417568.0,24708345856,63.55,674852096.0,101 HK,GenAI Era (2023+)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2024,387939776.0,28534573056,2.5857,1.4236,40.8642,4.68,3836700.25,10376044544,0.5408,0.981,-416775744.0,24891924480,68.76,1312872576.0,101 HK,GenAI Era (2023+)
101,HK,Hong Kong,HANG LUNG PROPERTIES LTD,2025,519131904.0,28637573120,2.7234,1.5106,37.2884,,5593305.0,10077981696,0.5909,0.8125,-302217632.0,25477074944,,796258944.0,101 HK,GenAI Era (2023+)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2017,299121472.0,1182456960,,2.229,,,,4592094208,,,-55718568.0,295526304,,413191328.0,1024 HK,Pre-COVID (≤2019)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2018,275113824.0,2395798272,,2.6675,,,,7586534912,,-102.8344,-433666880.0,536888576,,780741760.0,1024 HK,Pre-COVID (≤2019)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2019,1162031488.0,4654964736,,1.126,,,,12658100224,,-80.3844,-368965792.0,1520082560,,573891520.0,1024 HK,Pre-COVID (≤2019)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2020,338926336.0,7989251584,,1.3599,,1.76,,32509696000,,-275.8579,-857203968.0,1900633088,41.95,3124087552.0,1024 HK,COVID (2020–2022)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2021,-847290688.0,14555368448,,1.4229,30.1772,3.3,38883724.0,7460455936,2.6976,-107.9388,-1203884544.0,3714919424,60.15,5130885120.0,1024 HK,COVID (2020–2022)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2022,132943792.0,12945670144,,1.1265,32.4665,2.46,39201872.0,7170875392,3.5747,-15.0587,-758404160.0,3482010880,46.71,1924158464.0,1024 HK,COVID (2020–2022)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2023,2971201024.0,14968737792,,1.2375,32.0373,3.17,29462076.0,8058074624,2.5008,6.5398,-691538560.0,3204388096,61.72,1817298432.0,1024 HK,GenAI Era (2023+)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2024,4244523776.0,19162259456,,1.0508,47.6154,4.28,22882486.0,10665122816,1.7449,12.4589,-1119918720.0,3249856256,64.91,1739458048.0,1024 HK,GenAI Era (2023+)
1024,HK,Hong Kong,KUAISHOU TECHNOLOGY,2025,3829964032.0,23537221632,138.3443,1.1483,43.9196,,35539624.0,12150348800,2.0197,12.2329,-2079783552.0,4494713344,,1599633664.0,1024 HK,GenAI Era (2023+)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2017,-1981828224.0,29108203520,3.9153,1.1243,200.4714,2.61,3548788.5,25322483712,1.0544,2.5785,-764131392.0,4125792768,42.54,3157157376.0,1030 HK,Pre-COVID (≤2019)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2018,104145104.0,48972238848,2.1429,1.1587,178.2628,2.63,4042481.0,42325327872,1.0257,2.5695,-1617468544.0,6425944576,44.48,5991695872.0,1030 HK,Pre-COVID (≤2019)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2019,5734503424.0,67243352064,1.9128,1.0345,152.2941,3.04,7179494.5,58940538880,1.0534,1.9407,-2599774208.0,10296802304,44.18,8572204032.0,1030 HK,Pre-COVID (≤2019)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2020,-421648032.0,83418324992,2.3841,1.1007,129.3788,3.38,5165856.5,70936707072,0.9962,2.0101,-2938225920.0,14290013184,46.49,9033874432.0,1030 HK,COVID (2020–2022)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2021,2618785792.0,84974886912,2.1294,1.0636,107.7056,3.1,4396955.0,69647982592,0.9713,1.5841,-2405216768.0,17734668288,46.49,7332278784.0,1030 HK,COVID (2020–2022)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2022,1321189760.0,67183759360,1.1701,0.9626,86.2423,2.98,2617377.25,53700685824,0.9424,0.0559,-1188754560.0,17789927424,46.49,3252166912.0,1030 HK,COVID (2020–2022)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2023,1078689792.0,53102088192,-1.077,0.9175,71.3173,2.82,1148886.375,40356450304,0.9,0.2092,-350050976.0,17744939008,46.49,1862365568.0,1030 HK,GenAI Era (2023+)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2024,-193056880.0,42349363200,1.6944,0.8966,68.0474,2.9,1655528.625,30459377664,0.8891,0.1432,-269215936.0,17484173312,47.02,947285120.0,1030 HK,GenAI Era (2023+)
1030,HK,Hong Kong,SEAZEN GROUP LTD,2025,-255455104.0,38146392064,2.4054,0.8429,70.5005,,1860862.875,26476990464,0.8741,0.1367,-42170388.0,18293282816,,653549952.0,1030 HK,GenAI Era (2023+)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2017,11339916.0,393916768,,27.214,0.0,,235841.8281,9700856,0.6233,5.1719,-3352518.0,234273648,,110838680.0,1036 HK,Pre-COVID (≤2019)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2018,60777972.0,478349760,,37.1143,0.0,,213359.5781,10184112,0.4673,19.8373,-1033357.0,251287888,,181952064.0,1036 HK,Pre-COVID (≤2019)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2019,12417058.0,683379840,,1.5273,33.4171,,187532.7031,200078064,0.5672,2.9409,-168345.0,482556096,,57886944.0,1036 HK,Pre-COVID (≤2019)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2020,22510970.0,709531712,7.6821,2.7161,33.2761,,121575.1953,205025728,0.4604,3.432,-2489773.0,485939616,,78781872.0,1036 HK,COVID (2020–2022)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2021,7315869.0,763228096,16.6324,1.3127,29.4328,,116396.2891,211740176,0.43,7.4145,-8211039.0,513380192,,104127864.0,1036 HK,COVID (2020–2022)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2022,22010044.0,686730432,3.7425,4.8005,15.2889,,100855.7656,135319616,0.3439,0.4982,-19188408.0,368349344,,74998272.0,1036 HK,COVID (2020–2022)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2023,-4098696.0,654408512,3.4934,4.2187,8.9717,,62838.3477,104434872,0.2556,0.5292,-9063677.0,380685088,,78135608.0,1036 HK,GenAI Era (2023+)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2024,30607642.0,575242368,,6.369,0.677,,63185.3945,31799888,0.1651,-1.0549,-117138.0,376088672,,58861952.0,1036 HK,GenAI Era (2023+)
1036,HK,Hong Kong,VANKE OVERSEAS INVESTMENT HO,2025,38682832.0,553841024,,7.5402,0.4433,,90076.9922,26398208,0.2103,-2.1048,-23859.0,359066272,,88183304.0,1036 HK,GenAI Era (2023+)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2017,2241342720.0,20456716288,18.4429,0.6864,29.6433,2.88,22783674.0,5327752192,1.4112,7.5642,-32594816.0,315144064,43.43,1252000000.0,1038 HK,Pre-COVID (≤2019)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2018,1673224832.0,20143765504,18.1099,1.2661,24.7236,2.97,20069086.0,4579300864,1.2677,7.0778,-953995840.0,320216544,45.5,777559296.0,1038 HK,Pre-COVID (≤2019)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2019,967567936.0,21206798336,23.9069,1.4314,25.2868,2.73,18869716.0,4982539776,1.2142,6.9991,-46329928.0,360114016,43.84,1550480128.0,1038 HK,Pre-COVID (≤2019)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2020,1001014720.0,21591111680,23.5014,1.4049,26.0775,3.2,14238448.0,5307014656,0.9938,4.8804,-26172848.0,382398080,46.17,1738137984.0,1038 HK,COVID (2020–2022)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2021,1079658368.0,20904007680,20.7802,0.6154,24.0268,3.99,16043435.0,4764603904,1.0968,4.8116,-46701144.0,388457824,54.96,1036870784.0,1038 HK,COVID (2020–2022)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2022,963532480.0,21260365824,19.7946,1.5915,22.0757,4.16,13192779.0,4676545024,0.9007,4.9783,-60404356.0,372739264,56.62,2312957440.0,1038 HK,COVID (2020–2022)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2023,1102718848.0,21236908032,26.3967,0.9061,18.4354,4.08,13935830.0,4174071040,0.9129,5.1034,-40874552.0,394207872,56.62,1674263168.0,1038 HK,GenAI Era (2023+)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2024,948767168.0,20319657984,18.9692,0.8459,14.8937,4.18,18732384.0,3423664640,1.1535,5.2844,-47034656.0,375143232,56.62,1043423424.0,1038 HK,GenAI Era (2023+)
1038,HK,Hong Kong,CK INFRASTRUCTURE HOLDINGS L,2025,1090985216.0,21359730688,16.5315,0.8896,15.3063,,18644842.0,3649841408,1.1036,5.3706,-38739272.0,374747872,,944256704.0,1038 HK,GenAI Era (2023+)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2017,604052480.0,5978151936,,1.3379,116.73,2.16,13380751.0,3466233088,2.8259,10.3885,-131668880.0,1490198272,42.16,2832421376.0,1044 HK,Pre-COVID (≤2019)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2018,617419200.0,6636934144,,1.2586,142.7324,2.74,8777339.0,4165657088,1.9561,8.9883,-106109328.0,1384121216,48.56,3136850944.0,1044 HK,Pre-COVID (≤2019)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2019,527858752.0,6209434112,,1.2706,119.0993,3.74,8476749.0,3602679296,1.9518,8.7922,-130041088.0,1343343232,57.63,2949747200.0,1044 HK,Pre-COVID (≤2019)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2020,773538240.0,6808573952,,1.3572,106.0758,4.03,8399851.0,3796336896,1.7969,10.4809,-110362344.0,1383541632,60.74,3138212352.0,1044 HK,COVID (2020–2022)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2021,785784512.0,6653883392,,1.2374,94.6842,4.38,5983861.0,3620505856,1.4492,7.5486,-121148888.0,1382204288,69.59,2870736384.0,1044 HK,COVID (2020–2022)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2022,603322880.0,6137077248,,1.3783,86.2911,4.64,6174284.0,3270446848,1.5449,4.5498,-185088832.0,1342380544,69.59,2705982720.0,1044 HK,COVID (2020–2022)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2023,612825024.0,5663254016,,1.4066,69.1631,4.35,4322281.5,2758132480,1.2561,6.7848,-214720960.0,1430275712,60.74,2561530880.0,1044 HK,GenAI Era (2023+)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2024,481647424.0,5453107200,,1.4269,62.0126,4.4,3358731.0,2556214272,1.0903,5.7449,-209933568.0,1476542976,62.88,1953821312.0,1044 HK,GenAI Era (2023+)
1044,HK,Hong Kong,HENGAN INTL GROUP CO LTD,2025,471115648.0,6178420736,,1.1511,71.7294,,4160755.25,3034550272,1.1566,6.1096,-145955376.0,1543734912,,2234284032.0,1044 HK,GenAI Era (2023+)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2017,290074016.0,3675978496,5.1208,1.2796,66.3974,,1229337.25,1859788416,0.9354,4.0783,-3019814.0,13443527,,454734048.0,1052 HK,Pre-COVID (≤2019)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2018,325437344.0,3305916928,5.5426,1.6357,61.1551,,1268939.0,1502096512,0.9409,4.5185,-2340792.0,12109762,,347927904.0,1052 HK,Pre-COVID (≤2019)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2019,328495296.0,5284469760,5.2535,0.7093,134.6728,,1488601.5,3327271936,0.9944,3.8214,-684709.0,9025620,,206086400.0,1052 HK,Pre-COVID (≤2019)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2020,206112304.0,5571699712,1.3541,0.4437,129.8625,,1139365.375,3479877376,0.9178,0.4387,-2135153.0,12734404,,232259472.0,1052 HK,COVID (2020–2022)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2021,337497152.0,5610532864,3.658,0.7168,115.4696,6.26,991344.625,3333547264,0.8539,4.0678,-3420954.0,10744167,69.06,459176864.0,1052 HK,COVID (2020–2022)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2022,323879168.0,5267360256,2.2036,0.3735,124.7588,6.15,911460.3125,3203901440,0.864,1.2587,-3636474.0,10682022,69.06,359531936.0,1052 HK,COVID (2020–2022)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2023,367909120.0,5140322304,3.0228,0.3363,115.0208,6.3,910421.6875,3049135616,0.859,2.1013,-3901114.0,9213091,69.06,335265152.0,1052 HK,GenAI Era (2023+)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2024,328219232.0,5138338816,2.8834,0.4277,113.5065,6.5,829289.875,3027735808,0.8455,1.7749,-3847003.0,12996959,69.06,271040352.0,1052 HK,GenAI Era (2023+)
1052,HK,Hong Kong,YUEXIU TRANSPORT INFRASTRUCT,2025,393474240.0,5351387136,2.6614,0.5294,108.8306,,1016721.375,3086998784,0.8692,1.4229,-2142698.0,10338241,,424456384.0,1052 HK,GenAI Era (2023+)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2017,50765296.0,3844108288,1.6165,0.9888,7.0263,,2237556.25,1261544960,0.9132,1.0418,,3093138944,,133548800.0,1053 HK,Pre-COVID (≤2019)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2018,166023584.0,3915585024,,1.4322,10.2481,,2442157.25,1221441536,0.6464,6.8837,-2160603.0,2818205952,,286333216.0,1053 HK,Pre-COVID (≤2019)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2019,-79181376.0,3873930240,,1.5434,6.7913,,2297640.0,1088508928,0.8741,3.4344,-48858292.0,2729447680,,229101152.0,1053 HK,Pre-COVID (≤2019)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2020,165618528.0,6120519680,,0.9716,38.5286,,1955046.125,3050525440,0.8178,1.908,-32375930.0,3975788800,,719771136.0,1053 HK,COVID (2020–2022)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2021,818204416.0,6764518400,,0.8663,33.213,4.18,2843987.25,3244244992,0.9,5.484,-758419456.0,4556185600,61.97,917581248.0,1053 HK,COVID (2020–2022)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2022,178302112.0,5706201088,,0.6518,30.5438,4.51,1977336.25,2612541952,0.8044,-2.4755,-400433216.0,4359141376,64.04,570830720.0,1053 HK,COVID (2020–2022)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2023,110394528.0,5260664832,,0.4365,38.4953,4.42,1691787.75,2464752896,0.7901,-3.8957,-115286784.0,4246183424,65.26,257951392.0,1053 HK,GenAI Era (2023+)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2024,161415760.0,4860570112,,0.3714,52.8814,4.97,1714927.75,2585501184,0.8848,-8.7746,-106406184.0,3824861696,67.83,389441760.0,1053 HK,GenAI Era (2023+)
1053,HK,Hong Kong,CHONGQING IRON & STEEL CO-H,2025,204978400.0,4590888448,,0.3167,66.4331,,1818268.75,2600391168,0.8587,-8.0569,-138806048.0,3739011328,,309777824.0,1053 HK,GenAI Era (2023+)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2017,2659818752.0,33614274560,3.1505,0.257,185.8098,2.21,16031842.0,24002183168,1.2486,2.8443,-2051233792.0,29548466176,39.98,1049072512.0,1055 HK,Pre-COVID (≤2019)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2018,2370142208.0,35901579264,1.9023,0.2876,161.386,2.25,10571263.0,24493711360,0.9473,1.2434,-3636003328.0,30776332288,38.34,1007196352.0,1055 HK,Pre-COVID (≤2019)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2019,4554782720.0,44077318144,1.4924,0.1753,239.566,2.42,11334770.0,32972255232,1.0483,0.9533,-2261899008.0,39847202816,38.7,265531200.0,1055 HK,Pre-COVID (≤2019)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2020,443221696.0,50003525632,,0.4074,234.2813,2.21,12640896.0,36961026048,1.0396,-3.4255,-1604738176.0,41350348800,38.7,3894319104.0,1055 HK,COVID (2020–2022)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2021,1233918976.0,50850521088,,0.3412,235.4996,2.34,16138741.0,37554946048,1.1074,-3.7273,-2657158912.0,41172574208,39.34,3375654912.0,1055 HK,COVID (2020–2022)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2022,-343661184.0,45262225408,,0.2365,387.5468,2.36,17871020.0,37237555200,1.2626,-10.2915,-1739273600.0,37075783680,38.7,2883048704.0,1055 HK,COVID (2020–2022)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2023,4797275136.0,43545595904,,0.2056,384.1068,3.28,12899566.0,36223315968,1.1773,-1.3545,-1605493504.0,35899142144,41.22,1378217728.0,1055 HK,GenAI Era (2023+)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2024,3641576192.0,45206319104,-15.4936,0.2729,422.7345,2.9,14421784.0,37967917056,1.2131,-0.5535,-2249699072.0,36256542720,48.27,1778776320.0,1055 HK,GenAI Era (2023+)
1055,HK,Hong Kong,CHINA SOUTHERN AIRLINES CO-H,2025,4638939136.0,50085560320,1.2687,0.2764,431.5222,,18917806.0,42180395008,1.1683,0.2515,-2472996608.0,40098009088,,1345237632.0,1055 HK,GenAI Era (2023+)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2018,,2382726400,,9.0672,0.3283,,3310071.75,140853056,1.4598,,,2382726400,,9.0672,1060 HK,Pre-COVID (≤2019)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2019,-184019392.0,2475794944,,8.3702,4.7974,3.03,4715227.5,248147072,2.0105,-1.6049,-184019392.0,2475794944,,8.3702,1060 HK,Pre-COVID (≤2019)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2020,-80624240.0,2237673984,,6.7376,5.0262,1.81,3460280.0,264237472,1.6694,-7.0879,-80624240.0,2237673984,,6.7376,1060 HK,COVID (2020–2022)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2021,51469664.0,2371603712,,5.3725,2.3592,2.93,3485974.0,259876384,1.5829,-0.6137,51469664.0,2371603712,,5.3725,1060 HK,COVID (2020–2022)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2022,-66484916.0,2456892416,,5.8358,1.2622,3.12,2238593.5,241907888,1.0113,1.0917,-66484916.0,2456892416,,5.8358,1060 HK,COVID (2020–2022)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2023,81588368.0,2266944000,,6.5675,1.0331,3.71,1752586.375,212756880,0.8695,-1.8693,81588368.0,2266944000,,6.5675,1060 HK,GenAI Era (2023+)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2024,135624336.0,2971297536,,2.3705,0.4065,4.19,1714397.625,780768192,0.8447,1.5381,135624336.0,2971297536,,2.3705,1060 HK,GenAI Era (2023+)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2025,-121940968.0,3238033920,,1.8176,4.0169,,2024183.25,969242432,0.9346,1.6174,-121940968.0,3238033920,,1.8176,1060 HK,GenAI Era (2023+)
1060,HK,Hong Kong,DAMAI ENTERTAINMENT HOLDINGS,2026,388257024.0,3752455680,,1.8252,1.6291,,2400463.5,1275237888,0.9893,2.8562,388257024.0,3752455680,,1.8252,1060 HK,GenAI Era (2023+)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2017,185508064.0,2579036416,,3.9307,8.5065,2.1,3260315.0,482974016,1.4825,10.6257,-213742672.0,663496384,34.29,581639360.0,1066 HK,Pre-COVID (≤2019)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2018,302945504.0,3487224320,16.1753,3.2216,37.0254,2.26,3660732.25,1278763264,1.4447,7.226,-98566056.0,705827008,36.3,554255424.0,1066 HK,Pre-COVID (≤2019)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2019,293261824.0,3780586752,12.5702,2.7525,32.4797,2.3,5422711.5,1344305280,1.8189,7.3337,-115644688.0,777158848,36.3,608817664.0,1066 HK,Pre-COVID (≤2019)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2020,385880128.0,4283263232,60.1297,3.1245,17.6383,4.08,10218510.0,1390952960,2.7407,7.6885,-88019328.0,888310016,55.59,868007104.0,1066 HK,COVID (2020–2022)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2021,468422976.0,4810773504,,3.1403,14.9421,3.83,5643128.5,1499465344,1.5509,7.7762,-101150192.0,984651584,55.12,1053795392.0,1066 HK,COVID (2020–2022)
